CustomerID,SnapshotDate,churn_label,churn_probability,risk_bucket,dynamic_threshold,churn_flag,expected_loss,action_flag_top15,total_revenue,total_orders,recency_days,tenure_days,segment,RFM_Score,value_tier,priority,action,offer_type,message_angle,budget_suggestion
16320,2011-12-31,,0.5707276717767011,Medium,0.5,1,3212.620357154333,1,5628.99,6,193,509,Needs Attention,12,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,260.47
16319,2011-12-31,,0.865736958755041,High,0.7,1,350.10402612053855,0,404.4,1,238,0,About To Sleep,5,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,25.0
16318,2011-12-31,,0.7032328790351681,Medium,0.5,1,230.7658692553904,0,328.15,1,56,0,New Customers,7,Low Value,P3,Second-purchase nudge,Small voucher (5–10%),Complete your set / popular add-ons,10.64
16317,2011-12-31,,0.4475001560409532,Low,0.5,0,981.1485671213504,0,2192.51,5,140,465,Needs Attention,11,High Value,P4,Cross-sell / upsell,Bundle offer,Recommended bundles based on your history,80.0
16316,2011-12-31,,0.1459696169461342,Low,0.5,0,838.5823120900161,0,5744.91,13,85,428,Needs Attention,13,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,88.76
16315,2011-12-31,,0.9013660046080968,High,0.7,1,362.9891037157267,0,402.71,2,351,205,About To Sleep,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,25.0
16314,2011-12-31,,0.9055335027571328,High,0.7,1,1350.512666011988,0,1491.4,3,410,83,At Risk,9,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,80.0
16313,2011-12-31,,0.5047900366753207,Medium,0.5,1,138.38818855453917,0,274.15,2,24,46,Potential Loyalist,8,Low Value,P3,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,10.0
16312,2011-12-31,,0.9564607899418276,High,0.7,1,163.69826419854382,0,171.15,1,453,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16310,2011-12-31,,0.9319763368417152,High,0.7,1,428.7836730541364,0,460.08,2,435,227,Lost,5,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,25.0
16288,2011-12-31,,0.9513018625041092,High,0.7,1,123.52654684615858,0,129.85,1,491,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16423,2011-12-31,,0.6010698524295468,Medium,0.5,1,208.04229732291475,0,346.12,1,45,0,New Customers,7,Low Value,P3,Second-purchase nudge,Small voucher (5–10%),Complete your set / popular add-ons,10.8
16286,2011-12-31,,0.9605292499759748,High,0.7,1,315.9660967795969,0,328.95000000000005,2,498,146,Lost,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,11.69
16261,2011-12-31,,0.4630586667682176,Low,0.3,1,490.5875045075882,0,1059.45,6,38,425,Loyal,12,Mid Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,46.97
16260,2011-12-31,,0.7375198718749862,Medium,0.5,1,763.6649513329545,0,1035.45,1,71,0,New Customers,8,Mid Value,P2,Second-purchase nudge,Small voucher (5–10%),Complete your set / popular add-ons,40.82
16259,2011-12-31,,0.9566267137308896,High,0.7,1,346.24147276775824,0,361.94,3,431,194,At Risk,6,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,12.84
16258,2011-12-31,,0.217975563253921,Low,0.3,0,2603.177523671217,1,11942.52,15,66,593,Champions,14,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,190.72
16257,2011-12-31,,0.9148736989923926,High,0.5,1,42.95332016769284,0,46.95,1,197,0,Promising,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16256,2011-12-31,,0.7631241742417827,Medium,0.7,1,1243.4116357843334,0,1629.37,3,287,331,At Risk,9,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,81.04
16255,2011-12-31,,0.2052240049600411,Low,0.3,0,1006.9931475379298,0,4906.8,15,37,668,Champions,15,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,80.0
16254,2011-12-31,,0.9225111773415122,High,0.7,1,908.8026612462172,0,985.14,3,399,253,At Risk,8,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,41.46
16253,2011-12-31,,0.3864397203428097,Low,0.5,0,2824.9323216639905,1,7310.15,7,87,664,Needs Attention,12,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,125.61
16252,2011-12-31,,0.9468389715938632,High,0.7,1,279.40271212763304,0,295.09,1,403,0,About To Sleep,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.43
16251,2011-12-31,,0.949647045933786,High,0.7,1,121.84921246376408,0,128.31,1,533,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16250,2011-12-31,,0.795794446530027,Medium,0.7,1,629.7758090949327,0,791.38,3,282,125,At Risk,8,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,31.86
16249,2011-12-31,,0.2546207701559643,Low,0.3,0,458.3352097346467,0,1800.07,5,73,186,Champions,12,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,80.0
16248,2011-12-31,,0.6969502959228656,Medium,0.5,1,106.59157825844306,0,152.94,1,82,0,Promising,5,Low Value,P3,Second-purchase nudge,Small voucher (5–10%),Complete your set / popular add-ons,10.0
16247,2011-12-31,,0.8197137783370113,High,0.5,1,93.90641044628802,0,114.56,1,191,0,Promising,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16246,2011-12-31,,0.9545780903496636,High,0.7,1,789.6747252417592,0,827.25,2,480,209,Lost,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,35.2
16245,2011-12-31,,0.4589769232991469,Low,0.5,0,648.8373173910721,0,1413.66,3,44,233,Potential Loyalist,11,High Value,P4,Cross-sell / upsell,Bundle offer,Recommended bundles based on your history,80.0
16244,2011-12-31,,0.7902253059774254,Medium,0.7,1,2038.2913497320517,1,2579.38,2,232,160,At Risk,8,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,129.55
16331,2011-12-31,,0.968153062193342,High,0.7,1,1972.8054948313732,1,2037.7,6,453,210,At Risk,9,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,108.87
16262,2011-12-31,,0.9046760765716364,High,0.7,1,683.1661392230711,0,755.15,1,399,0,About To Sleep,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,31.59
16263,2011-12-31,,0.962807894340082,High,0.7,1,337.9551989923122,0,351.01,1,444,0,Lost,4,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,12.48
16264,2011-12-31,,0.9104487584592794,High,0.7,1,762.5281486724002,0,837.53,2,459,7,Lost,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,35.1
16265,2011-12-31,,0.172324277010904,Low,0.3,0,1195.0981561977117,0,6935.17,12,30,398,Champions,15,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,108.47
16285,2011-12-31,,0.961975636812503,High,0.7,1,170.1734901521318,0,176.9,1,667,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16284,2011-12-31,,0.5194643662990931,Medium,0.5,1,534.928820483817,0,1029.77,3,52,362,Potential Loyalist,10,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,37.36
16283,2011-12-31,,0.339405130568984,Low,0.3,1,1494.6791021023032,1,4403.82,8,26,643,Champions,15,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,185.44
16282,2011-12-31,,0.8884233713177535,High,0.7,1,1161.6846318676685,0,1307.5800000000002,3,360,378,At Risk,9,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,80.0
16281,2011-12-31,,0.9078314978892766,High,0.5,1,3108.433205402841,1,3424.02,3,93,610,Needs Attention,11,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,179.22
16280,2011-12-31,,0.9620043054815056,High,0.7,1,229.00512491987243,0,238.05,1,746,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16279,2011-12-31,,0.4409781430176134,Low,0.3,1,2515.8155841669263,1,5705.08,9,42,575,Champions,14,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,250.67
16278,2011-12-31,,0.8533342788176104,High,0.5,1,953.8911902334776,0,1117.84,3,121,399,Needs Attention,9,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,45.93
16277,2011-12-31,,0.9663944625400536,High,0.7,1,182.3489711366827,0,188.69,1,754,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16287,2011-12-31,,0.8772276393201384,High,0.5,1,883.3506882425929,0,1006.98,5,190,519,Needs Attention,10,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,41.72
16276,2011-12-31,,0.7747273306965354,Medium,0.5,1,2037.0602960601636,1,2629.3900000000003,3,197,430,Needs Attention,10,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,131.33
16274,2011-12-31,,0.8991436534530767,High,0.7,1,643.6969415070575,0,715.9,1,394,0,About To Sleep,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,29.89
16273,2011-12-31,,0.950491440586954,High,0.7,1,319.40314369483997,0,336.03999999999996,2,669,7,Lost,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,11.9
16272,2011-12-31,,0.7368224511492757,Medium,0.5,1,303.3498031381568,0,411.7,1,137,0,Promising,6,Mid Value,P2,Second-purchase nudge,Small voucher (5–10%),Complete your set / popular add-ons,25.0
16271,2011-12-31,,0.3432752869258937,Low,0.3,1,1188.769184130109,0,3463.02,10,23,640,Champions,15,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,146.07
16270,2011-12-31,,0.918633437088727,High,0.7,1,1048.381223743139,0,1141.24,1,374,0,About To Sleep,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,47.96
16269,2011-12-31,,0.9402489811304856,High,0.7,1,674.6944613898025,0,717.57,1,458,0,Lost,5,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,30.38
16268,2011-12-31,,0.7351978396727139,Medium,0.5,1,490.8548376574874,0,667.65,2,92,0,Promising,8,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,26.3
16267,2011-12-31,,0.9663944625400536,High,0.7,1,180.38719037772643,0,186.66,1,612,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16266,2011-12-31,,0.5586883615672255,Medium,0.5,1,982.146205217104,0,1757.95,14,94,599,Needs Attention,12,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,80.96
16275,2011-12-31,,0.8391448686140164,High,0.7,1,1805.092918324297,1,2151.11,3,217,444,At Risk,9,High Value,P1,Win-back (1:1 outreach),Personalized discount (10–15%),We miss you + tailored picks,109.93
16332,2011-12-31,,0.3739745402431624,Low,0.3,1,751.8421554502563,0,2010.41,11,49,561,Champions,13,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,85.91
16421,2011-12-31,,0.8065886774415384,High,0.7,1,424.4834232771584,0,526.27,3,397,93,At Risk,7,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,25.0
16334,2011-12-31,,0.9525354005963212,High,0.7,1,264.3095229574672,0,277.48,1,513,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16399,2011-12-31,,0.730110607313411,Medium,0.5,1,468.5995899858935,0,641.82,3,40,370,Potential Loyalist,10,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,25.23
16398,2011-12-31,,0.5435789626363975,Medium,0.5,1,927.2369944651668,0,1705.8,2,175,99,Promising,9,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,80.0
16397,2011-12-31,,0.949647045933786,High,0.7,1,121.44086423401257,0,127.88,1,649,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16396,2011-12-31,,0.951329510867107,High,0.7,1,131.09320659748735,0,137.8,1,497,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16395,2011-12-31,,0.2531193430994514,Low,0.5,0,895.498267984394,0,3537.85,14,81,673,Needs Attention,13,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,80.0
16394,2011-12-31,,0.4295427640929796,Low,0.3,1,668.0850427043749,0,1555.34,5,77,232,Champions,12,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,80.0
16393,2011-12-31,,0.0488394387418175,Low,0.3,0,271.6283528728169,0,5561.66,23,23,736,Champions,15,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,82.04
16392,2011-12-31,,0.8831246215685328,High,0.7,1,673.8682424878689,0,763.05,3,290,292,At Risk,8,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,31.68
16391,2011-12-31,,0.9358068427288012,High,0.7,1,1032.765789703932,0,1103.61,4,421,161,At Risk,9,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,46.66
16390,2011-12-31,,0.9089361478072022,High,0.7,1,424.92764909986704,0,467.5,3,557,142,At Risk,6,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,25.0
16389,2011-12-31,,0.5629826279214064,Medium,0.3,1,778.0814005713381,0,1382.07,4,74,229,Champions,12,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,80.0
16388,2011-12-31,,0.9663944625400536,High,0.7,1,179.797689755577,0,186.05,1,674,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16387,2011-12-31,,0.8827672059715278,High,0.7,1,810.8658170451469,0,918.55,5,343,315,At Risk,9,Mid Value,P2,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,38.13
16386,2011-12-31,,0.6862214031883427,Medium,0.5,1,756.6208569414347,0,1102.59,3,49,359,Potential Loyalist,10,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,42.65
16385,2011-12-31,,0.6739325985166563,Medium,0.5,1,694.5616753572511,0,1030.61,5,81,571,Needs Attention,10,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,39.68
16384,2011-12-31,,0.7798994485864273,Medium,0.5,1,1059.8443556565255,0,1358.95,4,110,500,Needs Attention,11,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,80.0
16383,2011-12-31,,0.4741861418430942,Low,0.5,0,1410.6279022005106,0,2974.84,7,95,598,Needs Attention,12,High Value,P4,Cross-sell / upsell,Bundle offer,Recommended bundles based on your history,80.0
16382,2011-12-31,,0.9525985889505878,High,0.7,1,336.36256175845256,0,353.1,2,429,142,About To Sleep,6,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,12.51
16381,2011-12-31,,0.9238169029365456,High,0.7,1,238.99143278968432,0,258.7,2,416,22,About To Sleep,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16400,2011-12-31,,0.8200450441183649,High,0.5,1,2590.883114189327,1,3159.44,9,115,636,Needs Attention,13,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,160.38
16380,2011-12-31,,0.6415439757843231,Medium,0.5,1,1142.3267878418078,0,1780.59,1,82,0,Promising,8,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,84.66
16401,2011-12-31,,0.0358708521625625,Low,0.3,0,245.6848470892153,0,6849.15,23,22,554,Champions,15,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,100.4
16403,2011-12-31,,0.8490633882631836,High,0.7,1,150.7087514167151,0,177.5,1,333,0,About To Sleep,4,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16422,2011-12-31,,0.0942690858312189,Low,0.3,0,6000.365888713259,1,63651.47,109,38,679,Champions,15,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,500.0
16243,2011-12-31,,0.6078173200456507,Medium,0.5,1,248.6580656306757,0,409.1,2,54,21,Potential Loyalist,8,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,25.0
16420,2011-12-31,,0.9710726785038942,High,0.7,1,72.83045088779207,0,75.0,1,417,0,About To Sleep,4,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16419,2011-12-31,,0.5978045899303136,Medium,0.5,1,889.1865031541471,0,1487.42,8,133,555,Needs Attention,12,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,80.0
16418,2011-12-31,,0.5397701689519333,Medium,0.3,1,594.7943399748934,0,1101.94,5,65,378,Loyal,11,Mid Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,50.38
16417,2011-12-31,,0.9743684836495514,High,0.7,1,34.78495486628899,0,35.7,1,513,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16416,2011-12-31,,0.2882047908673304,Low,0.3,0,856.7982586736692,0,2972.88,9,47,628,Champions,14,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,80.0
16415,2011-12-31,,0.9093949423114068,High,0.5,1,654.2550972965184,0,719.44,3,65,632,Potential Loyalist,10,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,30.14
16414,2011-12-31,,0.6706794507289728,Medium,0.3,1,375.38599536751343,0,559.71,5,42,672,Loyal,10,Mid Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,26.91
16413,2011-12-31,,0.8382743930734889,High,0.5,1,443.4303884480142,0,528.98,2,77,318,Potential Loyalist,8,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,25.0
16412,2011-12-31,,0.7998664069474459,Medium,0.3,1,517.6975345685954,0,647.23,5,74,619,Loyal,11,Mid Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,32.62
16411,2011-12-31,,0.7760885820918764,Medium,0.3,1,706.388066534205,0,910.19,4,40,408,Loyal,11,Mid Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,45.48
16410,2011-12-31,,0.9513018625041092,High,0.7,1,123.97365872153551,0,130.32,1,755,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16409,2011-12-31,,0.3087278223121739,Low,0.3,1,1762.539486693093,1,5709.04,12,57,690,Champions,14,High Value,P1,Win-back (priority queue),Personalized voucher (10%),Exclusive comeback: curated bestsellers,237.25
16408,2011-12-31,,0.962757887941276,High,0.7,1,223.29243695022015,0,231.93,1,612,0,Lost,3,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16407,2011-12-31,,0.1095197579074746,Low,0.3,0,309.0264248996259,0,2821.65,14,33,419,Champions,14,High Value,P4,Growth nurture,Content / recommendations,New arrivals + personalized recommendations,80.0
16406,2011-12-31,,0.8951543507064101,High,0.5,1,494.7339065484188,0,552.6800000000001,3,39,635,Potential Loyalist,10,Mid Value,P2,Re-engagement email,Small voucher (5–10%),New arrivals + reminder,25.0
16405,2011-12-31,,0.7331237948320309,Medium,0.7,1,122.61495468565718,0,167.25,2,323,7,About To Sleep,5,Low Value,P3,Reactivation campaign,Free shipping / limited-time voucher,Limited-time comeback offer,10.0
16404,2011-12-31,,0.6945156060510596,Medium,0.5,1,307.70513926092195,0,443.05,1,91,0,Promising,6,Mid Value,P2,Second-purchase nudge,Small voucher (5–10%),Complete your set / popular add-ons,25.0
